chunk_id,record_type,intent,category,subcategory,title,user_question,question_variants,chatbot_answer,detailed_context,procedure,fee_information,limit_information,eligibility,required_documents,channel,ussd_code,security_notice,escalation_condition,keywords,language,source_url,source_title,collected_at,confidence_score,validation_status
KB0121,procedure_step,devenir_marchand,Paiement marchand standard,,Paiement marchand standard — étape 2,Comment effectuer Paiement marchand standard ?,Comment faire Paiement marchand standard ? | Quelles sont les étapes pour Paiement marchand standard ? | aide paiement marchand standard,Étape 2 : Choisir Marchand.,Choisir Marchand. | Channel: USSD | Entry point: *555# | Step: 2,Step 2: Choisir Marchand.,,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Paiement marchand standard, Paiement marchand standard — étape 2, devenir_marchand, USSD, *555#",fr,https://moovmoney.ga/marchand/standards-et-partenaires/,Paiement marchand standard — étape 2,2026-07-21,0.95,Official public source
KB0122,procedure_step,devenir_marchand,Paiement marchand standard,,Paiement marchand standard — étape 3,Comment effectuer Paiement marchand standard ?,Comment faire Paiement marchand standard ? | Quelles sont les étapes pour Paiement marchand standard ? | aide paiement marchand standard,Étape 3 : Saisir le code marchand.,Saisir le code marchand. | Channel: USSD | Entry point: *555# | Step: 3,Step 3: Saisir le code marchand.,,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Paiement marchand standard, Paiement marchand standard — étape 3, devenir_marchand, USSD, *555#",fr,https://moovmoney.ga/marchand/standards-et-partenaires/,Paiement marchand standard — étape 3,2026-07-21,0.95,Official public source
KB0123,procedure_step,devenir_marchand,Paiement marchand standard,,Paiement marchand standard — étape 4,Comment effectuer Paiement marchand standard ?,Comment faire Paiement marchand standard ? | Quelles sont les étapes pour Paiement marchand standard ? | aide paiement marchand standard,Étape 4 : Saisir le montant.,Saisir le montant. | Channel: USSD | Entry point: *555# | Step: 4,Step 4: Saisir le montant.,,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Paiement marchand standard, Paiement marchand standard — étape 4, devenir_marchand, USSD, *555#",fr,https://moovmoney.ga/marchand/standards-et-partenaires/,Paiement marchand standard — étape 4,2026-07-21,0.95,Official public source
KB0124,procedure_step,devenir_marchand,Paiement marchand standard,,Paiement marchand standard — étape 5,Comment effectuer Paiement marchand standard ?,Comment faire Paiement marchand standard ? | Quelles sont les étapes pour Paiement marchand standard ? | aide paiement marchand standard,Étape 5 : Valider avec le code PIN.,Valider avec le code PIN. | Channel: USSD | Entry point: *555# | Step: 5,Step 5: Valider avec le code PIN.,,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Paiement marchand standard, Paiement marchand standard — étape 5, devenir_marchand, USSD, *555#",fr,https://moovmoney.ga/marchand/standards-et-partenaires/,Paiement marchand standard — étape 5,2026-07-21,0.95,Official public source
KB0125,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 1,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 1 : Choisir GIMACPAY.,Choisir GIMACPAY. | Channel: USSD | Entry point: *555# | Step: 1,Step 1: Choisir GIMACPAY.,,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 1, transfert_cemac, USSD, *555#",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 1,2026-07-21,0.95,Official public source
KB0126,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 2,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 2 : Choisir Transfert.,Choisir Transfert. | Channel: USSD | Entry point: *555# | Step: 2,Step 2: Choisir Transfert.,,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 2, transfert_cemac, USSD, *555#",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 2,2026-07-21,0.95,Official public source
KB0127,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 3,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 3 : Choisir Transfert CEMAC.,Choisir Transfert CEMAC. | Channel: USSD | Entry point: *555# | Step: 3,Step 3: Choisir Transfert CEMAC.,,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 3, transfert_cemac, USSD, *555#",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 3,2026-07-21,0.95,Official public source
KB0128,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 4,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 4 : Sélectionner le pays.,Sélectionner le pays. | Channel: USSD | Entry point: *555# | Step: 4,Step 4: Sélectionner le pays.,,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 4, transfert_cemac, USSD, *555#",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 4,2026-07-21,0.95,Official public source
KB0129,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 5,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 5 : Sélectionner l’opérateur.,Sélectionner l’opérateur. | Channel: USSD | Entry point: *555# | Step: 5,Step 5: Sélectionner l’opérateur.,,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 5, transfert_cemac, USSD, *555#",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 5,2026-07-21,0.95,Official public source
KB0130,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 6,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,"Étape 6 : Saisir le numéro, le montant et confirmer avec le code PIN.","Saisir le numéro, le montant et confirmer avec le code PIN. | Channel: USSD | Entry point: *555# | Step: 6","Step 6: Saisir le numéro, le montant et confirmer avec le code PIN.",,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 6, transfert_cemac, USSD, *555#",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 6,2026-07-21,0.95,Official public source
KB0131,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 1,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 1 : Choisir GIMACPAY.,Choisir GIMACPAY. | Channel: Application | Entry point: Application Moov Money | Step: 1,Step 1: Choisir GIMACPAY.,,,,,Application,Application Moov Money,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 1, transfert_cemac, Application, Application Moov Money",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 1,2026-07-21,0.95,Official public source
KB0132,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 2,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 2 : Choisir Transfert.,Choisir Transfert. | Channel: Application | Entry point: Application Moov Money | Step: 2,Step 2: Choisir Transfert.,,,,,Application,Application Moov Money,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 2, transfert_cemac, Application, Application Moov Money",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 2,2026-07-21,0.95,Official public source
KB0133,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 3,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 3 : Choisir Transfert CEMAC.,Choisir Transfert CEMAC. | Channel: Application | Entry point: Application Moov Money | Step: 3,Step 3: Choisir Transfert CEMAC.,,,,,Application,Application Moov Money,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 3, transfert_cemac, Application, Application Moov Money",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 3,2026-07-21,0.95,Official public source
KB0134,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 4,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 4 : Sélectionner le pays.,Sélectionner le pays. | Channel: Application | Entry point: Application Moov Money | Step: 4,Step 4: Sélectionner le pays.,,,,,Application,Application Moov Money,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 4, transfert_cemac, Application, Application Moov Money",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 4,2026-07-21,0.95,Official public source
KB0135,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 5,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 5 : Sélectionner l’opérateur.,Sélectionner l’opérateur. | Channel: Application | Entry point: Application Moov Money | Step: 5,Step 5: Sélectionner l’opérateur.,,,,,Application,Application Moov Money,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 5, transfert_cemac, Application, Application Moov Money",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 5,2026-07-21,0.95,Official public source
KB0136,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 6,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 6 : Saisir le numéro et le montant.,Saisir le numéro et le montant. | Channel: Application | Entry point: Application Moov Money | Step: 6,Step 6: Saisir le numéro et le montant.,,,,,Application,Application Moov Money,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 6, transfert_cemac, Application, Application Moov Money",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 6,2026-07-21,0.95,Official public source
KB0137,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 7,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 7 : Confirmer le récapitulatif.,Confirmer le récapitulatif. | Channel: Application | Entry point: Application Moov Money | Step: 7,Step 7: Confirmer le récapitulatif.,,,,,Application,Application Moov Money,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 7, transfert_cemac, Application, Application Moov Money",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 7,2026-07-21,0.95,Official public source
KB0138,procedure_step,transfert_cemac,Transfert CEMAC,,Transfert CEMAC — étape 8,Comment effectuer Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Quelles sont les étapes pour Transfert CEMAC ? | aide transfert cemac,Étape 8 : Saisir le code PIN.,Saisir le code PIN. | Channel: Application | Entry point: Application Moov Money | Step: 8,Step 8: Saisir le code PIN.,,,,,Application,Application Moov Money,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Transfert CEMAC, Transfert CEMAC — étape 8, transfert_cemac, Application, Application Moov Money",fr,https://moovmoney.ga/services/transfert-international/,Transfert CEMAC — étape 8,2026-07-21,0.95,Official public source
KB0139,procedure_step,activation_compte,Activation compte,,Activation compte — étape 1,Comment effectuer Activation compte ?,Comment faire Activation compte ? | Quelles sont les étapes pour Activation compte ? | aide activation compte,"Étape 1 : Après activation ou remise du mot de passe temporaire, composer le code.","Après activation ou remise du mot de passe temporaire, composer le code. | Channel: USSD | Entry point: *555# | Step: 1","Step 1: Après activation ou remise du mot de passe temporaire, composer le code.",,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Activation compte, Activation compte — étape 1, activation_compte, USSD, *555#",fr,https://moovmoney.ga/devenir-client/,Activation compte — étape 1,2026-07-21,0.95,Official public source
KB0140,procedure_step,activation_compte,Activation compte,,Activation compte — étape 2,Comment effectuer Activation compte ?,Comment faire Activation compte ? | Quelles sont les étapes pour Activation compte ? | aide activation compte,Étape 2 : Accéder à la fonction de changement de mot de passe.,Accéder à la fonction de changement de mot de passe. | Channel: USSD | Entry point: *555# | Step: 2,Step 2: Accéder à la fonction de changement de mot de passe.,,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Activation compte, Activation compte — étape 2, activation_compte, USSD, *555#",fr,https://moovmoney.ga/devenir-client/,Activation compte — étape 2,2026-07-21,0.95,Official public source
KB0141,procedure_step,activation_compte,Activation compte,,Activation compte — étape 3,Comment effectuer Activation compte ?,Comment faire Activation compte ? | Quelles sont les étapes pour Activation compte ? | aide activation compte,Étape 3 : Définir un nouveau code confidentiel.,Définir un nouveau code confidentiel. | Channel: USSD | Entry point: *555# | Step: 3,Step 3: Définir un nouveau code confidentiel.,,,,,USSD,*555#,,,"Activation compte, Activation compte — étape 3, activation_compte, USSD, *555#",fr,https://moovmoney.ga/devenir-client/,Activation compte — étape 3,2026-07-21,0.95,Official public source
KB0142,procedure_step,activation_compte,Activation compte,,Activation compte — étape 4,Comment effectuer Activation compte ?,Comment faire Activation compte ? | Quelles sont les étapes pour Activation compte ? | aide activation compte,Étape 4 : Conserver le code PIN secret.,Conserver le code PIN secret. | Channel: USSD | Entry point: *555# | Step: 4,Step 4: Conserver le code PIN secret.,,,,,USSD,*555#,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Activation compte, Activation compte — étape 4, activation_compte, USSD, *555#",fr,https://moovmoney.ga/devenir-client/,Activation compte — étape 4,2026-07-21,0.95,Official public source
KB0143,procedure_step,devenir_revendeur,Approvisionnement revendeur BGFIBank,,Approvisionnement revendeur BGFIBank — étape 1,Comment effectuer Approvisionnement revendeur BGFIBank ?,Comment faire Approvisionnement revendeur BGFIBank ? | Quelles sont les étapes pour Approvisionnement revendeur BGFIBank ? | aide approvisionnement revendeur bgfibank,Étape 1 : Se rendre dans une agence BGFIBank.,Se rendre dans une agence BGFIBank. | Channel: Agence BGFIBank | Entry point: Bordereau de versement | Step: 1,Step 1: Se rendre dans une agence BGFIBank.,,,,,Agence BGFIBank,Bordereau de versement,,,"Approvisionnement revendeur BGFIBank, Approvisionnement revendeur BGFIBank — étape 1, devenir_revendeur, Agence BGFIBank, Bordereau de versement",fr,https://moovmoney.ga/services/approvisionnement-via-les-agences-bgfi/,Approvisionnement revendeur BGFIBank — étape 1,2026-07-21,0.95,Official public source
KB0144,procedure_step,devenir_revendeur,Approvisionnement revendeur BGFIBank,,Approvisionnement revendeur BGFIBank — étape 2,Comment effectuer Approvisionnement revendeur BGFIBank ?,Comment faire Approvisionnement revendeur BGFIBank ? | Quelles sont les étapes pour Approvisionnement revendeur BGFIBank ? | aide approvisionnement revendeur bgfibank,Étape 2 : Renseigner le code agent public indiqué par Moov Money.,Renseigner le code agent public indiqué par Moov Money. | Channel: Agence BGFIBank | Entry point: Bordereau de versement | Step: 2,Step 2: Renseigner le code agent public indiqué par Moov Money.,,,,,Agence BGFIBank,Bordereau de versement,,,"Approvisionnement revendeur BGFIBank, Approvisionnement revendeur BGFIBank — étape 2, devenir_revendeur, Agence BGFIBank, Bordereau de versement",fr,https://moovmoney.ga/services/approvisionnement-via-les-agences-bgfi/,Approvisionnement revendeur BGFIBank — étape 2,2026-07-21,0.95,Official public source
KB0145,procedure_step,devenir_revendeur,Approvisionnement revendeur BGFIBank,,Approvisionnement revendeur BGFIBank — étape 3,Comment effectuer Approvisionnement revendeur BGFIBank ?,Comment faire Approvisionnement revendeur BGFIBank ? | Quelles sont les étapes pour Approvisionnement revendeur BGFIBank ? | aide approvisionnement revendeur bgfibank,Étape 3 : Renseigner le compte bénéficiaire public indiqué sur le site.,Renseigner le compte bénéficiaire public indiqué sur le site. | Channel: Agence BGFIBank | Entry point: Bordereau de versement | Step: 3,Step 3: Renseigner le compte bénéficiaire public indiqué sur le site.,,,,,Agence BGFIBank,Bordereau de versement,,,"Approvisionnement revendeur BGFIBank, Approvisionnement revendeur BGFIBank — étape 3, devenir_revendeur, Agence BGFIBank, Bordereau de versement",fr,https://moovmoney.ga/services/approvisionnement-via-les-agences-bgfi/,Approvisionnement revendeur BGFIBank — étape 3,2026-07-21,0.95,Official public source
KB0146,procedure_step,devenir_revendeur,Approvisionnement revendeur BGFIBank,,Approvisionnement revendeur BGFIBank — étape 4,Comment effectuer Approvisionnement revendeur BGFIBank ?,Comment faire Approvisionnement revendeur BGFIBank ? | Quelles sont les étapes pour Approvisionnement revendeur BGFIBank ? | aide approvisionnement revendeur bgfibank,Étape 4 : Mettre son numéro Moov Money dans le motif.,Mettre son numéro Moov Money dans le motif. | Channel: Agence BGFIBank | Entry point: Bordereau de versement | Step: 4,Step 4: Mettre son numéro Moov Money dans le motif.,,,,,Agence BGFIBank,Bordereau de versement,,,"Approvisionnement revendeur BGFIBank, Approvisionnement revendeur BGFIBank — étape 4, devenir_revendeur, Agence BGFIBank, Bordereau de versement",fr,https://moovmoney.ga/services/approvisionnement-via-les-agences-bgfi/,Approvisionnement revendeur BGFIBank — étape 4,2026-07-21,0.95,Official public source
KB0147,procedure_step,devenir_revendeur,Approvisionnement revendeur BGFIBank,,Approvisionnement revendeur BGFIBank — étape 5,Comment effectuer Approvisionnement revendeur BGFIBank ?,Comment faire Approvisionnement revendeur BGFIBank ? | Quelles sont les étapes pour Approvisionnement revendeur BGFIBank ? | aide approvisionnement revendeur bgfibank,Étape 5 : L’agence vérifie le profil revendeur et exécute l’approvisionnement.,L’agence vérifie le profil revendeur et exécute l’approvisionnement. | Channel: Agence BGFIBank | Entry point: Bordereau de versement | Step: 5,Step 5: L’agence vérifie le profil revendeur et exécute l’approvisionnement.,,,,,Agence BGFIBank,Bordereau de versement,,,"Approvisionnement revendeur BGFIBank, Approvisionnement revendeur BGFIBank — étape 5, devenir_revendeur, Agence BGFIBank, Bordereau de versement",fr,https://moovmoney.ga/services/approvisionnement-via-les-agences-bgfi/,Approvisionnement revendeur BGFIBank — étape 5,2026-07-21,0.95,Official public source
KB0148,faq,paiement_online,Moov Money Online,,Qu’est-ce que Moov Money Online ?,Qu’est-ce que Moov Money Online ?,Qu’est-ce que Moov Money Online ? | qu’est-ce que moov money online  ?,Un service permettant de payer sur un site marchand partenaire avec son compte Moov Money.,Un service permettant de payer sur un site marchand partenaire avec son compte Moov Money.,,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Moov Money Online, Qu’est-ce que Moov Money Online ?, paiement_online",fr,https://moovmoney.ga/moov-money-online-client/,Qu’est-ce que Moov Money Online ?,2026-07-21,0.65,À valider
KB0149,faq,paiement_online,Moov Money Online,,Comment ouvrir un compte Moov Money ?,Comment ouvrir un compte Moov Money ?,Comment ouvrir un compte Moov Money ? | comment ouvrir un compte moov money  ?,"Le site renvoie vers une agence ou un revendeur agréé, ainsi que vers le parcours de création en ligne.","Le site renvoie vers une agence ou un revendeur agréé, ainsi que vers le parcours de création en ligne.",,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Moov Money Online, Comment ouvrir un compte Moov Money ?, paiement_online",fr,https://moovmoney.ga/moov-money-online-client/,Comment ouvrir un compte Moov Money ?,2026-07-21,0.65,À valider
KB0150,faq,paiement_online,Moov Money Online,,Le compte doit-il être actif ?,Le compte doit-il être actif ?,Le compte doit-il être actif ? | Le compte doit-il etre actif ? | le compte doit-il être actif  ?,"Oui, le compte utilisé pour le paiement doit être actif.","Oui, le compte utilisé pour le paiement doit être actif.",,,,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.","Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Moov Money Online, Le compte doit-il être actif ?, paiement_online",fr,https://moovmoney.ga/moov-money-online-client/,Le compte doit-il être actif ?,2026-07-21,0.65,À valider
KB0151,faq,paiement_online,Moov Money Online,,Comment valider un achat en ligne ?,Comment valider un achat en ligne ?,Comment valider un achat en ligne ? | comment valider un achat en ligne  ?,"Choisir Moov Money, renseigner son numéro, recevoir la demande de confirmation et saisir son code PIN.","Choisir Moov Money, renseigner son numéro, recevoir la demande de confirmation et saisir son code PIN.",,,,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.","Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Moov Money Online, Comment valider un achat en ligne ?, paiement_online",fr,https://moovmoney.ga/moov-money-online-client/,Comment valider un achat en ligne ?,2026-07-21,0.65,À valider
KB0152,faq,paiement_online,Moov Money Online,,Peut-on payer sur un site international ?,Peut-on payer sur un site international ?,Peut-on payer sur un site international ? | peut-on payer sur un site international  ?,Oui lorsque le site ou le marchand est un partenaire agréé du service.,Oui lorsque le site ou le marchand est un partenaire agréé du service.,,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Moov Money Online, Peut-on payer sur un site international ?, paiement_online",fr,https://moovmoney.ga/moov-money-online-client/,Peut-on payer sur un site international ?,2026-07-21,0.65,À valider
KB0153,faq,paiement_online,Moov Money Online,,Pourquoi un paiement est-il refusé ?,Pourquoi un paiement est-il refusé ?,Pourquoi un paiement est-il refusé ? | Pourquoi un paiement est-il refuse ? | pourquoi un paiement est-il refusé  ?,Le site mentionne notamment un solde insuffisant et recommande de contacter le centre d’appel.,Le site mentionne notamment un solde insuffisant et recommande de contacter le centre d’appel.,,,,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.","Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Moov Money Online, Pourquoi un paiement est-il refusé ?, paiement_online",fr,https://moovmoney.ga/moov-money-online-client/,Pourquoi un paiement est-il refusé ?,2026-07-21,0.65,À valider
KB0154,faq,paiement_online,Moov Money Online,,Qui gère la livraison ?,Qui gère la livraison ?,Qui gère la livraison ? | Qui gere la livraison ? | qui gère la livraison  ?,La livraison dépend du marchand et de ses propres conditions.,La livraison dépend du marchand et de ses propres conditions.,,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Moov Money Online, Qui gère la livraison ?, paiement_online",fr,https://moovmoney.ga/moov-money-online-client/,Qui gère la livraison ?,2026-07-21,0.65,À valider
KB0155,faq,paiement_payxpress,PayXpress,,Qu’est-ce que PayXpress ?,Qu’est-ce que PayXpress ?,Qu’est-ce que PayXpress ? | qu’est-ce que payxpress  ?,Un service de paiement électronique où le marchand initie la demande et le client confirme.,Un service de paiement électronique où le marchand initie la demande et le client confirme.,,,,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.","Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","PayXpress, Qu’est-ce que PayXpress ?, paiement_payxpress",fr,https://moovmoney.ga/payxpress-client/,Qu’est-ce que PayXpress ?,2026-07-21,0.65,À valider
KB0156,faq,paiement_payxpress,PayXpress,,Doit-on composer *555# pour payer ?,Doit-on composer *555# pour payer ?,Doit-on composer *555# pour payer ? | doit-on composer *555# pour payer  ?,"Non, le parcours PayXpress est conçu sans saisie d’un code USSD par le client.","Non, le parcours PayXpress est conçu sans saisie d’un code USSD par le client.",,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","PayXpress, Doit-on composer *555# pour payer ?, paiement_payxpress",fr,https://moovmoney.ga/payxpress-client/,Doit-on composer *555# pour payer ?,2026-07-21,0.65,À valider
KB0157,faq,paiement_payxpress,PayXpress,,Comment sécuriser le paiement ?,Comment sécuriser le paiement ?,Comment sécuriser le paiement ? | Comment securiser le paiement ? | comment sécuriser le paiement  ?,Le client confirme la transaction sur son téléphone avec son code PIN Moov Money.,Le client confirme la transaction sur son téléphone avec son code PIN Moov Money.,,,,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.","Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","PayXpress, Comment sécuriser le paiement ?, paiement_payxpress",fr,https://moovmoney.ga/payxpress-client/,Comment sécuriser le paiement ?,2026-07-21,0.65,À valider
KB0158,faq,faq_compte,Compte,,Comment changer mon mot de passe temporaire ?,Comment changer mon mot de passe temporaire ?,Comment changer mon mot de passe temporaire ? | comment changer mon mot de passe temporaire  ?,Composez *555# et utilisez la fonction de changement de mot de passe.,Composez *555# et utilisez la fonction de changement de mot de passe.,,,,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.","Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Compte, Comment changer mon mot de passe temporaire ?, faq_compte",fr,https://moovmoney.ga/devenir-client/,Comment changer mon mot de passe temporaire ?,2026-07-21,0.65,À valider
KB0159,faq,faq_compte,Compte,,Puis-je ouvrir mon compte en ligne ?,Puis-je ouvrir mon compte en ligne ?,Puis-je ouvrir mon compte en ligne ? | puis-je ouvrir mon compte en ligne  ?,"Oui, le site prévoit un parcours en ligne pour une SIM Moov identifiée au nom de l’utilisateur.","Oui, le site prévoit un parcours en ligne pour une SIM Moov identifiée au nom de l’utilisateur.",,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Compte, Puis-je ouvrir mon compte en ligne ?, faq_compte",fr,https://moovmoney.ga/devenir-client/,Puis-je ouvrir mon compte en ligne ?,2026-07-21,0.65,À valider
