faq_id,faq_type,intent,category,question,question_variants,answer,security_notice,source_url,confidence_score,validation_status
FAQ0073,Derived from official page,banking_uba,Banking,Comment fonctionne Transfert Moov Money vers UBA ?,Comment utiliser Transfert Moov Money vers UBA ? | Comment fonctionne Transfert Moov Money vers UBA ? | Je veux utiliser Transfert Moov Money vers UBA,Transférer du wallet vers compte ou carte UBA. Canaux : USSD/application selon parcours. Accès : Moov Money Banking. Conditions : Comptes rattachés et même titulaire.,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/moov-money-uba/,0.82,Derived Q&A — validate
FAQ0074,Derived from official page,banking_uba,Banking,Comment fonctionne Transfert UBA vers Moov Money ?,Comment utiliser Transfert UBA vers Moov Money ? | Comment fonctionne Transfert UBA vers Moov Money ? | Je veux utiliser Transfert UBA vers Moov Money,Transférer depuis UBA vers le wallet. Canaux : UBA Mobile/App ou service rattaché. Accès : Moov Money Banking. Conditions : Comptes rattachés.,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/moov-money-uba/,0.82,Derived Q&A — validate
FAQ0075,Derived from official page,banking_uba,Banking,Comment fonctionne Consultation UBA ?,Comment utiliser Consultation UBA ? | Comment fonctionne Consultation UBA ? | Je veux utiliser Consultation UBA,Consulter solde et dernières opérations UBA. Canaux : Téléphone/mobile. Accès : Moov Money Banking. Conditions : Enrôlement préalable.,,https://moovmoney.ga/moov-money-uba/,0.82,Derived Q&A — validate
FAQ0076,Derived from official page,carte_visa,Banking,Comment fonctionne Carte Visa Moov Money ?,Comment utiliser Carte Visa Moov Money ? | Comment fonctionne Carte Visa Moov Money ? | Je veux utiliser Carte Visa Moov Money,"Payer, retirer et acheter en ligne avec une carte prépayée liée. Canaux : Application; USSD; réseau Visa. Accès : *555*8*1#. Conditions : Compte Moov Money et carte liée.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0077,Derived from official page,retrait_argent,Banking,Comment fonctionne Retrait sans carte BGFIBank ?,Comment utiliser Retrait sans carte BGFIBank ? | Comment fonctionne Retrait sans carte BGFIBank ? | Je veux utiliser Retrait sans carte BGFIBank,Retirer des espèces sur un GAB BGFI sans carte. Canaux : USSD; application; GAB. Accès : *555# > Ma Banque > BGFI. Conditions : Compte actif; montant.,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/moov-money-banking/,0.82,Derived Q&A — validate
FAQ0078,Derived from official page,devenir_marchand,Marchand,Comment fonctionne Devenir marchand standard ?,Comment utiliser Devenir marchand standard ? | Comment fonctionne Devenir marchand standard ? | Je veux utiliser Devenir marchand standard,Obtenir une SIM et un code marchand. Canaux : Équipe Division vente au CENACOM. Conditions : Dossier et formalités.,,https://moovmoney.ga/devenir-marchand/,0.82,Derived Q&A — validate
FAQ0079,Derived from official page,paiement_online,Marchand,Comment fonctionne Intégrer Moov Money Online ?,Comment utiliser Intégrer Moov Money Online ? | Comment fonctionne Intégrer Moov Money Online ? | Je veux utiliser Intégrer Moov Money Online,"Ajouter le paiement Moov Money à un site e-commerce. Canaux : Contrat + intégration technique. Conditions : SIM marchande, contrat, fiche circuit, identité.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/marchand/moov-money-online-marchand/,0.82,Derived Q&A — validate
FAQ0080,Derived from official page,paiement_payxpress,Marchand,Comment fonctionne Intégrer PayXpress ?,Comment utiliser Intégrer PayXpress ? | Comment fonctionne Intégrer PayXpress ? | Je veux utiliser Intégrer PayXpress,"Déployer l’encaissement PayXpress. Canaux : Contrat + dispositif marchand. Conditions : SIM marchande, contrat, fiche circuit, identité.",,https://moovmoney.ga/marchand/payxpress-marchand/,0.82,Derived Q&A — validate
FAQ0081,Derived from official page,devenir_revendeur,Revendeur,Comment fonctionne Devenir revendeur ?,Comment utiliser Devenir revendeur ? | Comment fonctionne Devenir revendeur ? | Je veux utiliser Devenir revendeur,"Ouvrir un compte revendeur et recevoir une grille de commissions. Canaux : Agence Gabon Telecom. Conditions : Pièce d’identité, fiche circuit, contrat, dépôt.",,https://moovmoney.ga/devenir-revendeur/,0.82,Derived Q&A — validate
FAQ0082,Derived from official page,devenir_revendeur_plus,Revendeur,Comment fonctionne Revendeur Plus ?,Comment utiliser Revendeur Plus ? | Comment fonctionne Revendeur Plus ? | Je veux utiliser Revendeur Plus,Obtenir une facilité d’approvisionnement en UV. Canaux : USSD; équipe revendeurs. Accès : *650#. Conditions : Être revendeur; solvabilité; volume d’activité.,,https://moovmoney.ga/services/devenir-revendeur-plus/,0.82,Derived Q&A — validate
FAQ0083,Derived from official page,devenir_revendeur,Revendeur,Comment fonctionne Approvisionnement BGFIBank ?,Comment utiliser Approvisionnement BGFIBank ? | Comment fonctionne Approvisionnement BGFIBank ? | Je veux utiliser Approvisionnement BGFIBank,Créditer le compte revendeur/agrégateur en UV. Canaux : Agence BGFIBank. Accès : Bordereau bancaire. Conditions : Profil revendeur actif.,,https://moovmoney.ga/services/approvisionnement-via-les-agences-bgfi/,0.82,Derived Q&A — validate
FAQ0084,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 100 et 1000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 100 à 1000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 100 et 1000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0085,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 100 et 1000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 100 à 1000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 100 et 1000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0086,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 100 et 1000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 100 à 1000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 100 et 1000 FCFA, les frais indiqués sont de 10 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0087,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 100 et 1000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 100 à 1000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 100 et 1000 FCFA, les frais indiqués sont de 10 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0088,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 1001 et 5000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 1001 à 5000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 1001 et 5000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0089,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 1001 et 5000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 1001 à 5000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 1001 et 5000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0090,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 1001 et 5000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 1001 à 5000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 1001 et 5000 FCFA, les frais indiqués sont de 50 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0091,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 1001 et 5000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 1001 à 5000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 1001 et 5000 FCFA, les frais indiqués sont de 50 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0092,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 5001 et 10000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 5001 à 10000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 5001 et 10000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0093,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 5001 et 10000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 5001 à 10000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 5001 et 10000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0094,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 5001 et 10000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 5001 à 10000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 5001 et 10000 FCFA, les frais indiqués sont de 100 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0095,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 5001 et 10000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 5001 à 10000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 5001 et 10000 FCFA, les frais indiqués sont de 100 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0096,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 10001 et 20000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 10001 à 20000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 10001 et 20000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0097,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 10001 et 20000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 10001 à 20000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 10001 et 20000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0098,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 10001 et 20000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 10001 à 20000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 10001 et 20000 FCFA, les frais indiqués sont de 150 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0099,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 10001 et 20000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 10001 à 20000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 10001 et 20000 FCFA, les frais indiqués sont de 150 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0100,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 20001 et 30000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 20001 à 30000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 20001 et 30000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0101,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 20001 et 30000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 20001 à 30000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 20001 et 30000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0102,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 20001 et 30000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 20001 à 30000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 20001 et 30000 FCFA, les frais indiqués sont de 200 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0103,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 20001 et 30000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 20001 à 30000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 20001 et 30000 FCFA, les frais indiqués sont de 200 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0104,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 30001 et 40000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 30001 à 40000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 30001 et 40000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0105,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 30001 et 40000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 30001 à 40000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 30001 et 40000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0106,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 30001 et 40000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 30001 à 40000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 30001 et 40000 FCFA, les frais indiqués sont de 250 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0107,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 30001 et 40000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 30001 à 40000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 30001 et 40000 FCFA, les frais indiqués sont de 250 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0108,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 40001 et 50000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 40001 à 50000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 40001 et 50000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0109,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 40001 et 50000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 40001 à 50000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 40001 et 50000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0110,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 40001 et 50000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 40001 à 50000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 40001 et 50000 FCFA, les frais indiqués sont de 300 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0111,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 40001 et 50000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 40001 à 50000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 40001 et 50000 FCFA, les frais indiqués sont de 300 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0112,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 50001 et 60000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 50001 à 60000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 50001 et 60000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0113,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 50001 et 60000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 50001 à 60000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 50001 et 60000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0114,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 50001 et 60000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 50001 à 60000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 50001 et 60000 FCFA, les frais indiqués sont de 350 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0115,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 50001 et 60000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 50001 à 60000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 50001 et 60000 FCFA, les frais indiqués sont de 350 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0116,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 60001 et 70000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 60001 à 70000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 60001 et 70000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0117,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 60001 et 70000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 60001 à 70000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 60001 et 70000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0118,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 60001 et 70000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 60001 à 70000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 60001 et 70000 FCFA, les frais indiqués sont de 400 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0119,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 60001 et 70000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 60001 à 70000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 60001 et 70000 FCFA, les frais indiqués sont de 400 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0120,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 70001 et 80000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 70001 à 80000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 70001 et 80000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0121,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 70001 et 80000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 70001 à 80000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 70001 et 80000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0122,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 70001 et 80000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 70001 à 80000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 70001 et 80000 FCFA, les frais indiqués sont de 450 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0123,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 70001 et 80000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 70001 à 80000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 70001 et 80000 FCFA, les frais indiqués sont de 450 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0124,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 80001 et 90000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 80001 à 90000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 80001 et 90000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
